Motor, Cells, kV, Propeller Diameter (inches), Propeller Pitch (inches), Voltage (V), RPMs, Current (A), Power Consumption (W), Wh Flight time (Seconds), Thrust (lbs), Pitch Speed (ft/s), Efficiency = ((thrust/watt)*100), Estimated System Weight (lbs)
Cobra C-4120/22 ,5.00,430.00,16.00,10.00,18.50,6055.00,42.65,789.10,456.22,7.87,57.30,1.00,2.34
Tempest 4130-400Kv ,5.00,400.00,14.00,9.00,18.50,6729.00,36.24,670.40,536.99,7.59,57.30,1.13,2.53
Cobra C-3525/12 ,4.00,650.00,13.00,8.00,14.80,7569.00,34.45,509.80,706.16,5.29,57.30,1.04,2.26
BadAss 3515-710 ,5.00,710.00,11.00,5.50,18.50,11003.00,33.45,618.80,581.77,5.79,57.30,0.94,2.11
BadAss 3520-560 ,6.00,560.00,11.00,5.50,22.20,11000.00,28.78,639.00,563.38,5.95,57.30,0.93,2.20
BadAss 3515-580Kv ,6.00,580.00,11.00,5.50,22.20,10994.00,28.29,628.10,573.16,5.98,57.30,0.95,2.12
BadAss 3530-700 ,4.00,700.00,14.00,7.00,14.80,8635.00,64.86,959.90,375.04,8.43,57.20,0.88,2.40
Tempest 2820-1460Kv ,3.00,1460.00,10.00,5.00,11.10,12083.00,53.02,588.50,611.72,5.04,57.20,0.86,2.00
BadAss 4520-470Kv ,6.00,470.00,14.00,7.00,22.20,8625.00,45.28,1005.20,358.14,8.57,57.20,0.85,2.57
Tempest 4120-600Kv ,5.00,600.00,12.00,6.00,18.50,10074.00,41.42,766.30,469.79,7.19,57.20,0.94,2.32
BadAss 4530-270Kv ,6.00,270.00,18.00,12.00,22.20,5037.00,39.27,871.70,412.99,7.99,57.20,0.92,2.87
BadAss 3520-650Kv ,4.00,650.00,13.00,7.00,14.80,8629.00,34.93,517.00,696.32,5.75,57.20,1.11,2.21
BadAss 4530-550Kv ,5.00,550.00,17.00,7.00,18.50,8619.00,91.44,1691.60,212.82,15.45,57.10,0.91,2.86
BadAss 3515-940 ,3.00,940.00,13.00,8.00,11.10,7543.00,65.07,722.30,498.41,6.56,57.10,0.91,2.11
Cobra C-4130/16 ,5.00,390.00,15.00,10.00,18.50,6034.00,29.77,550.70,653.71,6.29,57.10,1.14,2.57
Cobra C-3525/18 ,6.00,430.00,13.00,8.00,22.20,7542.00,26.79,594.70,605.35,6.47,57.10,1.09,2.26
BadAss 4520-540Kv ,5.00,540.00,16.00,8.00,18.50,7519.00,85.54,1582.50,227.49,11.30,57.00,0.71,2.57
Cobra C-3520/10 ,4.00,980.00,12.00,6.00,14.80,10033.00,56.94,842.70,427.20,6.94,57.00,0.82,2.16
Cobra C-3520/10 ,3.00,980.00,13.00,8.00,11.10,7518.00,50.67,562.50,640.00,5.23,57.00,0.93,2.16
Tempest 4120-520Kv ,6.00,520.00,14.00,6.00,22.20,10030.00,46.44,1031.00,349.18,9.76,57.00,0.95,2.32
Cobra C-4120/20 ,7.00,480.00,12.00,6.00,25.90,10024.00,29.22,756.90,475.62,7.26,57.00,0.96,2.34
Cobra C-4120/20 ,5.00,480.00,14.00,8.50,18.50,7087.00,29.04,537.30,670.02,6.01,57.00,1.12,2.34
Tempest 4130-540Kv ,6.00,540.00,15.00,6.00,22.20,10014.00,83.84,1861.20,193.42,13.52,56.90,0.73,2.54
Tempest 4130-460Kv ,6.00,460.00,17.00,7.00,22.20,8584.00,76.90,1707.10,210.88,15.27,56.90,0.89,2.54
Tempest 4120-830Kv ,4.00,830.00,13.00,5.50,14.80,10920.00,71.27,1054.80,341.30,9.18,56.90,0.87,2.32
BadAss 4530-730Kv ,4.00,730.00,14.00,6.00,14.80,10015.00,70.73,1046.70,343.94,9.83,56.90,0.94,2.87
Cobra C-3520/10 ,4.00,980.00,12.00,6.00,14.80,10013.00,59.12,875.00,411.43,7.29,56.90,0.83,2.16
Cobra C-4120/16 ,4.00,610.00,13.00,8.00,14.80,7511.00,40.49,599.30,600.70,6.56,56.90,1.09,2.34
Tempest 4130-690Kv ,4.00,690.00,14.00,7.00,14.80,8570.00,76.97,1139.10,316.04,10.33,56.80,0.91,2.54
Tempest 2826-920Kv ,3.00,920.00,13.00,8.00,11.10,7493.00,51.56,572.30,629.04,5.30,56.80,0.93,2.07
Tempest 4130-310Kv ,6.00,310.00,16.00,10.00,22.20,5996.00,41.41,919.20,391.64,9.92,56.80,1.08,2.52
Cobra C-2826/12 ,5.00,760.00,12.00,6.00,18.50,9989.00,41.32,764.30,471.02,6.82,56.80,0.89,2.08
BadAss 3515-710 ,4.00,710.00,13.00,7.00,14.80,8575.00,35.15,520.20,692.04,5.73,56.80,1.10,2.11
Cobra C-3525/12 ,4.00,650.00,12.00,8.00,14.80,7503.00,34.98,517.70,695.38,5.62,56.80,1.09,2.26
BadAss 3520-650Kv ,5.00,650.00,11.00,5.50,18.50,10909.00,34.75,642.90,559.96,5.74,56.80,0.89,2.21
BadAss 2826-690 ,5.00,690.00,11.00,5.50,18.50,10900.00,31.35,580.00,620.69,5.64,56.80,0.97,2.10
Cobra C-4130/16 ,6.00,390.00,13.00,8.00,22.20,7494.00,25.54,567.00,634.92,6.59,56.80,1.16,2.57
BadAss 4530-360Kv ,5.00,360.00,20.00,11.00,18.50,5444.00,70.34,1301.30,276.65,13.66,56.70,1.05,2.86
Cobra C-3520/10 ,3.00,980.00,14.00,8.50,11.10,7047.00,58.15,645.40,557.79,6.03,56.70,0.93,2.16
BadAss 3530-470 ,6.00,470.00,14.00,7.00,22.20,8551.00,51.03,1132.90,317.77,10.49,56.70,0.93,2.39
Cobra C-4120/16 ,5.00,610.00,13.00,6.50,18.50,9215.00,49.77,920.70,391.01,8.12,56.70,0.88,2.34
BadAss 3520-790 ,3.00,790.00,14.00,8.50,11.10,7047.00,49.18,545.90,659.46,5.74,56.70,1.05,2.20
BadAss 4520-470Kv ,6.00,470.00,14.00,7.00,22.20,8555.00,48.41,1074.60,335.01,10.38,56.70,0.97,2.57
Cobra C-3525/14 ,6.00,560.00,13.00,6.50,22.20,9207.00,42.92,952.70,377.87,7.78,56.70,0.82,2.26
Tempest 4130-310Kv ,6.00,310.00,17.00,10.00,22.20,5990.00,41.58,923.10,389.99,9.25,56.70,1.00,2.52
Tempest 3520-550Kv ,6.00,550.00,12.00,6.00,22.20,9975.00,32.65,724.90,496.62,6.73,56.70,0.93,2.15
Cobra C-5330/18 ,6.00,250.00,17.00,12.00,22.20,4991.00,28.88,641.05,561.58,6.91,56.70,1.08,3.13
BadAss 3530-650Kv ,5.00,570.00,15.00,7.00,18.50,8543.00,52.75,975.80,368.93,9.76,56.60,1.00,2.40
BadAss 3530-650Kv ,5.00,570.00,14.00,7.00,18.50,8546.00,52.43,969.90,371.17,8.38,56.60,0.86,2.40
Cobra C-3520/10 ,4.00,980.00,11.00,5.50,14.80,10864.00,45.51,673.50,534.52,5.95,56.60,0.88,2.16
Tempest 4130-540Kv ,6.00,540.00,13.00,5.50,22.20,10860.00,44.07,978.30,367.99,8.88,56.60,0.91,2.54
Cobra C-5330/18 ,6.00,250.00,18.00,12.00,22.20,4985.00,37.00,821.40,438.28,7.74,56.60,0.94,3.13
BadAss 4530-440Kv ,6.00,440.00,15.00,7.00,22.20,8524.00,68.20,1514.00,237.78,13.68,56.50,0.90,2.87
BadAss 4530-440Kv ,6.00,440.00,16.00,7.00,22.20,8528.00,67.78,1504.70,239.25,13.71,56.50,0.91,2.87
Cobra C-4120/18 ,4.00,540.00,16.00,10.00,14.80,5971.00,52.27,773.50,465.42,7.71,56.50,1.00,2.34
BadAss 4520-540Kv ,6.00,540.00,14.00,6.00,22.20,9950.00,44.76,993.60,362.32,9.78,56.50,0.98,2.57
Cobra C-3520/14 ,4.00,700.00,13.00,8.00,14.80,7454.00,42.60,630.50,570.98,6.48,56.50,1.03,2.18
Tempest 4120-700Kv ,4.00,700.00,15.00,7.00,14.80,8510.00,66.97,991.20,363.20,9.69,56.40,0.98,2.32
BadAss 3520-790 ,4.00,790.00,13.00,6.50,14.80,9165.00,63.28,936.50,384.41,7.40,56.40,0.79,2.20
Cobra C-5320/22 ,6.00,300.00,20.00,11.00,22.20,5410.00,57.52,1276.80,281.95,13.10,56.40,1.03,2.78
BadAss 4520-660Kv ,5.00,660.00,13.00,5.50,18.50,10829.00,54.17,1002.20,359.21,9.14,56.40,0.91,2.57
Cobra C-3520/10 ,3.00,980.00,12.00,8.00,11.10,7444.00,52.03,577.50,623.38,5.56,56.40,0.96,2.16
BadAss 2820-910Kv ,4.00,910.00,12.00,6.00,14.80,9925.00,51.48,761.90,472.50,6.48,56.40,0.85,2.03
BadAss 3515-580Kv ,6.00,580.00,14.00,6.00,22.20,9928.00,47.77,1060.50,339.46,9.54,56.40,0.90,2.12
Cobra C-3525/14 ,4.00,560.00,15.00,10.00,14.80,5958.00,39.85,589.80,610.38,5.89,56.40,1.00,2.26
BadAss 3530-470 ,5.00,470.00,15.00,8.00,18.50,7440.00,37.49,693.60,519.03,7.54,56.40,1.09,2.39
BadAss 2826-690 ,4.00,690.00,13.00,7.00,14.80,8511.00,33.22,491.60,732.30,5.54,56.40,1.13,2.10
Cobra C-3525/18 ,5.00,430.00,15.00,10.00,18.50,5952.00,30.56,565.30,636.83,5.94,56.40,1.05,2.26
BadAss 3530-470 ,5.00,470.00,12.00,8.00,18.50,7448.00,29.05,537.50,669.77,5.87,56.40,1.09,2.39
BadAss 3515-580Kv ,5.00,580.00,12.00,6.00,18.50,9169.00,27.17,502.60,716.28,5.37,56.40,1.07,2.12
BadAss 4520-540Kv ,5.00,540.00,18.00,8.00,18.50,7432.00,89.40,1653.90,217.67,15.22,56.30,0.92,2.57
Cobra C-3525/10 ,3.00,780.00,15.00,10.00,11.10,5949.00,55.08,611.30,588.91,5.93,56.30,0.97,2.26
Tempest 3515-950Kv ,3.00,950.00,12.00,8.00,11.10,7429.00,55.04,611.00,589.20,5.47,56.30,0.89,2.07
Tempest 2826-920Kv ,3.00,920.00,12.00,8.00,11.10,7425.00,53.23,590.90,609.24,5.54,56.30,0.94,2.07
Tempest 3515-950Kv ,4.00,950.00,11.00,5.50,14.80,10811.00,44.63,660.60,544.96,5.59,56.30,0.85,2.07
BadAss 4530-360Kv ,5.00,360.00,16.00,10.00,18.50,5941.00,33.99,628.90,572.43,7.24,56.30,1.15,2.86
Cobra C-5330/18 ,6.00,250.00,19.00,12.00,22.20,4950.00,33.62,746.34,482.35,9.39,56.30,1.26,3.13
Cobra C-3520/18 ,5.00,550.00,13.00,8.00,18.50,7435.00,32.45,600.30,599.70,6.31,56.30,1.05,2.18
Cobra C-3525/14 ,6.00,560.00,12.00,6.00,22.20,9912.00,31.78,705.60,510.20,6.75,56.30,0.96,2.26
Cobra C-5320/22 ,6.00,300.00,16.00,10.00,22.20,5950.00,30.06,667.40,539.41,7.28,56.30,1.09,2.78
BadAss 4530-440Kv ,6.00,440.00,17.00,7.00,22.20,8471.00,70.88,1573.50,228.79,15.08,56.20,0.96,2.87
Tempest 4120-700Kv ,4.00,700.00,14.00,7.00,14.80,8483.00,67.75,1002.70,359.03,8.31,56.20,0.83,2.32
Cobra C-4120/12 ,3.00,850.00,13.00,8.00,11.10,7420.00,55.17,612.30,587.95,6.49,56.20,1.06,2.35
BadAss 2820-910Kv ,4.00,910.00,12.00,6.00,14.80,9894.00,51.29,759.00,474.31,6.57,56.20,0.87,2.03
BadAss 3520-560 ,4.00,560.00,14.00,8.50,14.80,6984.00,34.14,505.30,712.45,5.52,56.20,1.09,2.20
Tempest 2826-920Kv ,3.00,920.00,14.00,8.50,11.10,6972.00,57.86,642.30,560.49,5.97,56.10,0.93,2.07
BadAss 3520-650Kv ,3.00,650.00,15.00,10.00,11.10,5925.00,49.99,554.90,648.77,5.71,56.10,1.03,2.21
BadAss 3530-470 ,4.00,470.00,15.00,10.00,14.80,5928.00,36.19,535.60,672.14,5.76,56.10,1.08,2.39
Tempest 3520-550Kv ,6.00,550.00,12.00,6.00,22.20,9865.00,34.28,760.90,473.12,6.85,56.10,0.90,2.15
Cobra C-3525/14 ,6.00,560.00,12.00,6.00,22.20,9867.00,32.66,725.10,496.48,6.99,56.10,0.96,2.26
BadAss 3530-650Kv ,5.00,570.00,12.00,6.50,18.50,9114.00,32.42,599.80,600.20,6.23,56.10,1.04,2.40
BadAss 4520-540Kv ,4.00,540.00,19.00,10.00,14.80,5909.00,81.45,1205.50,298.63,12.55,56.00,1.04,2.57
BadAss 4520-660Kv ,4.00,660.00,15.00,7.00,14.80,8450.00,62.97,932.00,386.27,9.50,56.00,1.02,2.57
Cobra C-4120/12 ,4.00,850.00,11.00,5.50,14.80,10755.00,40.96,606.30,593.77,5.82,56.00,0.96,2.35
Cobra C-3525/12 ,4.00,650.00,13.00,8.00,14.80,7388.00,38.68,572.40,628.93,6.19,56.00,1.08,2.26
Cobra C-5320/18 ,6.00,370.00,15.00,8.00,22.20,7398.00,29.91,664.00,542.17,7.27,56.00,1.09,2.78
BadAss 4520-660Kv ,4.00,660.00,14.00,7.00,14.80,8433.00,63.87,945.20,380.87,8.21,55.90,0.87,2.57
BadAss 3515-1130 ,3.00,1130.00,12.00,6.00,11.10,9840.00,61.74,685.30,525.32,6.26,55.90,0.91,2.11
BadAss 4520-540Kv ,4.00,540.00,14.00,9.00,14.80,6561.00,42.30,626.10,574.99,7.22,55.90,1.15,2.57
Cobra C-3520/14 ,5.00,700.00,12.00,6.00,18.50,9837.00,38.56,713.40,504.63,6.72,55.90,0.94,2.18
Cobra C-4130/16 ,6.00,390.00,15.00,8.00,22.20,7373.00,28.38,629.90,571.52,7.45,55.90,1.18,2.57
Tempest 4120-520Kv ,6.00,520.00,11.00,5.50,22.20,10725.00,25.91,575.20,625.87,5.44,55.90,0.95,2.32
BadAss 3530-700 ,4.00,700.00,14.00,7.00,14.80,8422.00,75.85,1122.60,320.68,9.93,55.80,0.88,2.40
BadAss 4520-830Kv ,4.00,830.00,13.00,5.50,14.80,10719.00,66.18,979.50,367.53,8.84,55.80,0.90,2.57
BadAss 2826-820Kv ,4.00,820.00,12.00,6.00,14.80,9825.00,47.70,706.00,509.92,6.41,55.80,0.91,2.09
BadAss 2826-820Kv ,4.00,820.00,12.00,6.00,14.80,9822.00,47.56,703.90,511.44,6.30,55.80,0.90,2.09
BadAss 3515-940 ,3.00,940.00,13.00,7.00,11.10,8418.00,45.65,506.70,710.48,5.55,55.80,1.10,2.11
BadAss 3520-790 ,4.00,790.00,12.00,6.00,14.80,9820.00,44.41,657.20,547.78,6.21,55.80,0.95,2.20
Tempest 4120-520Kv ,4.00,520.00,14.00,9.00,14.80,6543.00,43.33,641.30,561.36,7.10,55.80,1.11,2.32
Tempest 3520-550Kv ,4.00,550.00,15.00,10.00,14.80,5888.00,42.32,626.40,574.71,5.51,55.80,0.88,2.15
BadAss 3530-470 ,6.00,470.00,13.00,6.50,22.20,9072.00,35.28,783.30,459.59,7.34,55.80,0.94,2.39
Cobra C-2826/12 ,5.00,760.00,11.00,5.50,18.50,10721.00,32.55,602.20,597.81,5.68,55.80,0.94,2.08
BadAss 2820-780 ,5.00,780.00,10.00,5.00,18.50,11792.00,29.85,552.30,651.82,5.22,55.80,0.94,2.03
BadAss 3530-650Kv ,5.00,570.00,14.00,7.00,18.50,8401.00,57.76,1068.60,336.89,9.88,55.70,0.92,2.40
Tempest 4120-600Kv ,5.00,600.00,14.00,6.00,18.50,9804.00,51.31,949.30,379.23,9.25,55.70,0.97,2.32
BadAss 3520-560 ,4.00,560.00,14.00,9.00,14.80,6530.00,45.64,675.40,533.02,7.05,55.70,1.04,2.20
BadAss 3530-650Kv ,6.00,570.00,13.00,5.50,22.20,10695.00,42.06,933.80,385.52,8.68,55.70,0.93,2.40
Tempest 4130-540Kv ,5.00,540.00,13.00,6.50,18.50,9050.00,41.54,768.40,468.51,7.26,55.70,0.95,2.54
Tempest 4130-310Kv ,6.00,310.00,18.00,10.00,22.20,5882.00,40.33,895.30,402.10,10.19,55.70,1.14,2.52
Cobra C-3525/18 ,6.00,430.00,15.00,8.00,22.20,7346.00,30.03,666.60,540.05,7.37,55.70,1.11,2.26
Cobra C-4120/20 ,5.00,480.00,12.00,8.00,18.50,7356.00,25.42,470.30,765.47,5.36,55.70,1.14,2.34
BadAss 4530-440Kv ,4.00,440.00,20.00,11.00,14.80,5341.00,82.39,1219.30,295.25,13.15,55.60,1.08,2.87
Tempest 4130-690Kv ,4.00,690.00,13.00,6.50,14.80,9039.00,51.89,767.90,468.81,7.19,55.60,0.94,2.54
BadAss 2826-820Kv ,3.00,820.00,14.00,8.50,11.10,6905.00,50.34,558.80,644.24,5.62,55.60,1.00,2.09
Cobra C-4120/16 ,4.00,610.00,15.00,8.00,14.80,7339.00,44.73,662.10,543.72,7.39,55.60,1.12,2.34
BadAss 3520-790 ,4.00,790.00,12.00,6.00,14.80,9794.00,44.59,659.90,545.54,6.24,55.60,0.95,2.20
Cobra C-4130/16 ,5.00,390.00,16.00,10.00,18.50,5869.00,34.98,647.10,556.33,7.50,55.60,1.16,2.57
Tempest 4130-540Kv ,5.00,540.00,16.00,7.00,18.50,8372.00,75.86,1403.40,256.52,12.73,55.50,0.91,2.54
Tempest 4130-460Kv ,4.00,460.00,17.00,10.00,14.80,5865.00,57.76,854.90,421.10,8.71,55.50,1.02,2.54
BadAss 3530-890 ,3.00,890.00,12.00,6.50,11.10,9023.00,54.62,606.30,593.77,6.28,55.50,1.04,2.41
Cobra C-3525/12 ,5.00,650.00,13.00,6.50,18.50,9012.00,47.01,869.70,413.94,7.56,55.50,0.87,2.26
Tempest 2820-970Kv ,4.00,970.00,11.00,5.50,14.80,10659.00,45.28,670.20,537.15,5.64,55.50,0.84,2.00
Cobra C-4120/16 ,5.00,610.00,12.00,6.00,18.50,9763.00,35.34,653.90,550.54,6.59,55.50,1.01,2.34
BadAss 4520-470Kv ,5.00,470.00,15.00,8.00,18.50,7325.00,33.74,624.20,576.74,7.25,55.50,1.16,2.57
BadAss 3530-890 ,3.00,890.00,15.00,7.00,11.10,8362.00,81.99,910.10,395.56,9.13,55.40,1.00,2.41
BadAss 3530-890 ,3.00,890.00,14.00,7.00,11.10,8365.00,80.75,896.40,401.61,8.01,55.40,0.89,2.41
BadAss 3520-790 ,4.00,790.00,13.00,6.50,14.80,9004.00,69.40,1027.20,350.47,6.87,55.40,0.67,2.20
Cobra C-2826-EF1 ,3.00,1200.00,12.00,6.00,11.10,9755.00,64.13,711.90,505.69,6.27,55.40,0.88,2.09
Cobra C-2826-EF1-SS ,3.00,1200.00,12.00,6.00,11.10,9755.00,64.13,711.90,505.69,6.27,55.40,0.88,2.09
Tempest 4130-460Kv ,4.00,460.00,16.00,10.00,14.80,5854.00,58.82,870.50,413.56,9.38,55.40,1.08,2.54
BadAss 2826-1030 ,3.00,1030.00,12.00,6.50,11.10,9006.00,57.80,641.60,561.10,6.26,55.40,0.98,2.10
BadAss 3520-790 ,4.00,790.00,12.00,6.00,14.80,9757.00,47.23,699.00,515.02,6.56,55.40,0.94,2.20
BadAss 2820-910Kv ,4.00,910.00,11.00,5.50,14.80,10640.00,40.37,597.40,602.61,5.51,55.40,0.92,2.03
Cobra C-4120/20 ,6.00,480.00,14.00,7.00,22.20,8358.00,39.57,878.40,409.84,8.21,55.40,0.93,2.34
Cobra C-4130/14 ,6.00,450.00,14.00,7.00,22.20,8354.00,39.50,876.90,410.54,8.32,55.40,0.95,2.58
Tempest 4130-540Kv ,4.00,540.00,13.00,8.00,14.80,7312.00,36.26,536.60,670.89,5.87,55.40,1.09,2.54
BadAss 3515-580Kv ,4.00,580.00,14.00,8.50,14.80,6877.00,34.00,503.20,715.42,5.62,55.40,1.12,2.12
Tempest 4130-460Kv ,5.00,460.00,16.00,8.00,18.50,7296.00,64.23,1188.20,302.98,11.57,55.30,0.97,2.54
BadAss 4530-550Kv ,4.00,550.00,15.00,8.00,14.80,7300.00,47.68,705.60,510.20,7.24,55.30,1.03,2.86
BadAss 4530-360Kv ,5.00,360.00,17.00,10.00,18.50,5841.00,44.15,816.80,440.74,8.76,55.30,1.07,2.86
BadAss 3520-790 ,3.00,790.00,12.00,8.00,11.10,7300.00,42.06,466.90,771.04,5.05,55.30,1.08,2.20
Cobra C-3520/14 ,5.00,700.00,12.00,6.00,18.50,9735.00,39.26,726.30,495.66,6.85,55.30,0.94,2.18
Tempest 4120-520Kv ,4.00,520.00,14.00,8.50,14.80,6865.00,31.45,465.50,773.36,5.50,55.30,1.18,2.32
BadAss 3530-650Kv ,4.00,570.00,12.00,8.00,14.80,7303.00,30.47,451.00,798.23,5.16,55.30,1.14,2.40
Cobra C-4120/18 ,6.00,540.00,11.00,5.50,22.20,10619.00,25.58,567.80,634.03,5.66,55.30,1.00,2.34
Tempest 4130-540Kv ,5.00,540.00,15.00,7.00,18.50,8320.00,78.24,1447.40,248.72,12.64,55.20,0.87,2.54
Tempest 4120-700Kv ,4.00,700.00,14.00,7.00,14.80,8334.00,72.36,1070.90,336.17,9.69,55.20,0.91,2.32
Tempest 4130-460Kv ,5.00,460.00,16.00,8.00,18.50,7285.00,66.06,1222.20,294.55,10.70,55.20,0.88,2.54
Tempest 4130-460Kv ,4.00,460.00,18.00,10.00,14.80,5829.00,59.94,887.00,405.86,9.95,55.20,1.12,2.54
BadAss 2820-910Kv ,3.00,910.00,14.00,8.50,11.10,6861.00,52.91,587.30,612.97,5.62,55.20,0.96,2.03
BadAss 3530-700 ,4.00,700.00,13.00,6.50,14.80,8974.00,51.11,756.40,475.94,7.06,55.20,0.93,2.40
BadAss 4520-660Kv ,4.00,660.00,14.00,7.00,14.80,8307.00,69.41,1027.20,350.47,9.84,55.10,0.96,2.57
BadAss 2820-1080 ,3.00,1080.00,12.00,6.50,11.10,8955.00,59.95,665.50,540.95,6.24,55.10,0.94,2.03
BadAss 3520-970 ,3.00,970.00,12.00,6.50,11.10,8950.00,54.19,601.50,598.50,6.05,55.10,1.01,2.19
BadAss 2820-910Kv ,4.00,910.00,12.00,6.00,14.80,9704.00,53.55,792.50,454.26,6.68,55.10,0.84,2.03
BadAss 4530-360Kv ,5.00,360.00,18.00,10.00,18.50,5819.00,45.30,838.00,429.59,10.18,55.10,1.22,2.86
Cobra C-4120/16 ,5.00,610.00,12.00,6.00,18.50,9696.00,36.66,678.10,530.90,6.85,55.10,1.01,2.34
Cobra C-5320/18 ,6.00,370.00,16.00,8.00,22.20,7277.00,36.45,809.10,444.94,8.30,55.10,1.03,2.78
BadAss 3515-940 ,4.00,940.00,13.00,5.50,14.80,10558.00,65.80,973.90,369.65,8.45,55.00,0.87,2.11
Cobra C-4120/22 ,5.00,430.00,14.00,9.00,18.50,6454.00,32.52,601.70,598.30,7.07,55.00,1.18,2.34
BadAss 3520-560 ,5.00,560.00,12.00,6.50,18.50,8941.00,31.84,589.00,611.21,6.15,55.00,1.04,2.20
BadAss 3515-1130 ,3.00,1130.00,12.00,6.00,11.10,9663.00,66.47,737.80,487.94,6.57,54.90,0.89,2.11
BadAss 4520-470Kv ,6.00,470.00,15.00,7.00,22.20,8286.00,62.67,1391.30,258.75,12.70,54.90,0.91,2.57
BadAss 2826-820Kv ,4.00,820.00,12.00,6.00,14.80,9671.00,50.06,740.90,485.90,6.59,54.90,0.89,2.09
BadAss 3530-470 ,6.00,470.00,13.00,6.50,22.20,8913.00,38.69,859.00,419.09,6.81,54.90,0.79,2.39
Cobra C-5320/22 ,6.00,300.00,17.00,10.00,22.20,5800.00,36.78,816.50,440.91,8.39,54.90,1.03,2.78
Tempest 4130-690Kv ,4.00,690.00,16.00,7.00,14.80,8274.00,93.34,1381.50,260.59,12.30,54.80,0.89,2.54
Tempest 4130-540Kv ,5.00,540.00,17.00,7.00,18.50,8264.00,81.24,1503.00,239.52,13.94,54.80,0.93,2.54
BadAss 4520-470Kv ,6.00,470.00,16.00,7.00,22.20,8271.00,61.67,1369.10,262.95,12.74,54.80,0.93,2.57
BadAss 2814-1300 ,3.00,1300.00,11.00,5.50,11.10,10518.00,55.67,617.90,582.62,5.38,54.80,0.87,1.96
Tempest 4120-700Kv ,4.00,700.00,13.00,6.50,14.80,8897.00,52.33,774.50,464.82,6.98,54.80,0.90,2.32
Tempest 4130-310Kv ,6.00,310.00,19.00,10.00,22.20,5784.00,48.57,1078.20,333.89,11.84,54.80,1.10,2.52
Tempest 4120-520Kv ,5.00,520.00,15.00,7.00,18.50,8268.00,47.06,870.60,413.51,9.05,54.80,1.04,2.32
BadAss 2820-780 ,4.00,780.00,12.00,6.50,14.80,8905.00,43.02,636.70,565.42,6.26,54.80,0.98,2.03
BadAss 3520-560 ,6.00,560.00,13.00,5.50,22.20,10515.00,39.91,886.00,406.32,8.20,54.80,0.93,2.20
Cobra C-3525/12 ,5.00,650.00,12.00,6.00,18.50,9637.00,34.57,639.60,562.85,6.32,54.80,0.99,2.26
Cobra C-4120/12 ,3.00,850.00,15.00,8.00,11.10,7224.00,60.37,670.10,537.23,7.20,54.70,1.07,2.35
BadAss 2826-820Kv ,3.00,820.00,12.00,8.00,11.10,7215.00,44.49,493.90,728.89,5.01,54.70,1.01,2.09
Tempest 4130-540Kv ,4.00,540.00,15.00,8.00,14.80,7216.00,41.09,608.20,591.91,6.88,54.70,1.13,2.54
BadAss 3530-650Kv ,5.00,570.00,13.00,6.50,18.50,8891.00,39.97,739.40,486.88,7.09,54.70,0.96,2.40
Cobra C-5320/22 ,6.00,300.00,18.00,10.00,22.20,5774.00,37.94,842.30,427.40,9.95,54.70,1.18,2.78
Tempest 4130-460Kv ,6.00,460.00,12.00,6.00,22.20,9620.00,29.82,661.90,543.89,6.47,54.70,0.98,2.54
Tempest 4130-310Kv ,6.00,310.00,14.00,9.00,22.20,6413.00,26.01,577.40,623.48,6.83,54.70,1.18,2.52
BadAss 4520-470Kv ,6.00,470.00,17.00,7.00,22.20,8234.00,65.19,1447.10,248.77,14.01,54.60,0.97,2.57
Tempest 3515-1330Kv ,3.00,1330.00,11.00,5.50,11.10,10487.00,54.36,603.40,596.62,5.38,54.60,0.89,2.07
BadAss 3520-560 ,5.00,560.00,14.00,7.00,18.50,8239.00,49.11,908.50,396.26,7.61,54.60,0.84,2.20
Tempest 4120-520Kv ,5.00,520.00,14.00,7.00,18.50,8234.00,46.51,860.50,418.36,7.79,54.60,0.91,2.32
BadAss 4520-540Kv ,5.00,540.00,15.00,7.00,18.50,8230.00,45.97,850.50,423.28,9.13,54.60,1.07,2.57
Cobra C-4130/12 ,5.00,540.00,14.00,7.00,18.50,8237.00,45.22,836.60,430.31,7.86,54.60,0.94,2.58
Cobra C-4130/14 ,6.00,450.00,14.00,7.00,22.20,8239.00,43.27,960.60,374.77,9.86,54.60,1.03,2.58
BadAss 2814-980Kv ,4.00,980.00,11.00,5.50,14.80,10482.00,41.04,607.50,592.59,5.33,54.60,0.88,1.96
BadAss 3530-650Kv ,4.00,570.00,13.00,8.00,14.80,7208.00,34.46,510.00,705.88,5.73,54.60,1.12,2.40
Tempest 4120-600Kv ,5.00,600.00,11.00,5.50,18.50,10477.00,29.00,536.60,670.89,5.24,54.60,0.98,2.32
Cobra C-4130/14 ,5.00,450.00,13.00,8.00,18.50,7207.00,27.05,500.40,719.42,5.99,54.60,1.20,2.58
Cobra C-4120/22 ,5.00,430.00,14.00,8.50,18.50,6788.00,24.36,450.60,798.93,5.59,54.60,1.24,2.34
BadAss 3520-650Kv ,5.00,650.00,13.00,5.50,18.50,10466.00,48.44,896.10,401.74,8.32,54.50,0.93,2.21
BadAss 3515-1130 ,3.00,1130.00,11.00,5.50,11.10,10455.00,47.39,526.00,684.41,5.16,54.50,0.98,2.11
BadAss 4520-540Kv ,5.00,540.00,14.00,7.00,18.50,8220.00,46.32,857.00,420.07,7.96,54.50,0.93,2.57
